index,kabc_absTEC,kabc_absCB,usln_absTEC,usln_absCB,kazn_absTEC,kazn_absCB,kula_absTEC,kula_absCB,tyla_absTEC,tyla_absCB,rybn_absTEC,rybn_absCB,kamu_absTEC,kamu_absCB,tetu_absTEC,tetu_absCB,time,date
32,12.431,195422617.3322724,12.518,194742340.47707686,12.725,193151890.53638834,11.029,207472141.85535347,12.071,198315305.74468347,11.888,199835876.91085073,12.465,195155914.32238743,12.612,194015254.4891498,16:00:00,03-17-2022
33,11.444,203675567.1155335,11.574,202528487.6945127,11.77,200835104.86547533,8.618,234706228.02245763,11.041,207359364.8175648,10.83,209369603.4530094,11.423,203862699.3453875,11.669,201702387.50247273,16:30:00,03-17-2022
34,10.28,214897469.4682971,10.415,213500168.27557257,10.672,210913777.73072052,7.947,244414097.74669844,9.819,219884303.77859774,9.55,222959598.177571,10.192,215823211.82483685,10.508,212553287.63922942,17:00:00,03-17-2022
35,9.157,227693824.41990563,9.356,225259311.43085796,9.88,219204460.1619339,6.993,260553010.01728335,8.721,233316103.86687168,8.555,235568844.6083615,9.192,227259920.7857523,9.554,222912919.73087972,17:30:00,03-17-2022
36,8.204,240555357.09619325,8.442,237140201.68546036,8.99,229798935.69396785,5.768,286889882.71363556,7.811,246532704.43792695,7.714,248077879.7972123,8.3,239160147.5107862,8.611,234801606.59863672,18:00:00,03-17-2022
37,7.2,256780246.0022595,7.421,252927844.5660613,7.987,243801299.746617,4.557,322766419.4631835,6.767,264868169.75308067,6.825,263740321.31088084,7.321,254649398.90904933,7.529,251107225.9090537,18:30:00,03-17-2022
38,6.511,270025022.61970353,6.692,266348277.59350476,7.365,253887595.89990747,3.966,345980405.91545606,6.018,280867680.0972434,6.172,277341525.5474347,6.606,268076394.69338736,6.707,266050270.9985727,19:00:00,03-17-2022
39,6.024,280727770.90794086,6.256,275473285.5055384,7.001,260404101.29815257,3.438,371599330.29595166,5.613,290824063.1139945,5.775,286715957.33680505,6.137,278131256.0964181,6.265,275275348.5058442,19:30:00,03-17-2022
40,5.514,293423219.47721773,5.653,289793317.13478374,6.524,269755856.7901213,3.416,372794011.92058784,5.052,306546377.1362577,5.282,299797951.0523385,5.817,285679006.5353334,5.717,288166679.808412,20:00:00,03-17-2022
41,4.877,311997763.6005578,4.809,314195868.68410975,5.919,283206807.7926598,2.496,436119563.0555371,4.425,327545186.292765,4.57,322307015.55672276,5.103,305010699.7561855,4.969,309095982.57695425,20:30:00,03-17-2022
42,4.613,320801308.8412045,4.382,329148342.3061271,5.596,291265473.04374236,2.662,422302675.8171828,4.152,338142053.99039835,4.158,337897996.17874616,4.613,320801308.8412045,4.56,322660228.83044827,21:00:00,03-17-2022
43,4.615,320731788.5654199,4.333,331004207.5149941,5.455,295005750.260495,4.856,312671660.3009072,4.145,338427457.5955486,4.098,340362638.5868368,4.785,314982835.1483464,4.546,323156684.0315787,21:30:00,03-17-2022
44,4.791,314785539.27233446,4.258,333906620.6400348,5.235,301140741.75230026,5.465,294735722.057218,4.174,337249750.02548575,3.969,345849625.18656677,4.889,311614630.71317196,4.674,318701057.6775629,22:00:00,03-17-2022
45,4.832,313447200.9555869,4.25,334220737.94434386,5.141,303881356.83607674,4.152,338142053.99039835,4.136,338795469.1968632,4.033,343094493.42327297,4.843,313091029.23675793,4.678,318564773.27634406,22:30:00,03-17-2022
46,4.767,315576956.08209485,4.307,332001788.2392664,5.02,307521865.2888435,3.252,382078491.3959586,4.118,339535108.4574994,3.998,344593010.227884,4.85,312865005.6725538,4.668,318905812.63455236,23:00:00,03-17-2022
47,4.819,313869702.42917746,4.302,332194666.7707511,4.925,310473645.7279859,3.505,368030530.4685925,4.098,340362638.5868368,3.997,344636113.98816615,4.849,312897264.78545827,4.756,315941689.2237271,23:30:00,03-17-2022
0,6.18,277161958.33822626,5.61,290901813.1656747,5.897,283734597.30356145,1.813,511715953.26548076,5.156,303439004.1970349,5.103,305010699.7561855,6.186,277027511.5884583,6.0,281288666.11432654,00:00:00,03-18-2022
1,5.64,290127106.56211233,5.463,294789668.3781708,5.74,287588762.8788581,3.577,364307732.0026879,4.801,314457535.07856417,4.775,315312487.60397655,5.967,282065415.50999236,5.733,287764282.43311584,00:30:00,03-18-2022
2,5.656,289716452.2776424,5.589,291447815.17234856,5.909,283446346.70699817,4.546,323156684.0315787,4.767,315576956.08209485,4.817,313934854.4179288,6.072,279615973.38760024,5.915,283302550.4619915,01:00:00,03-18-2022
3,5.58,291682759.03571165,5.645,289998589.56508136,6.112,278699497.72196376,6.078,279477925.50291467,4.961,309345102.89349854,5.061,306273689.4228651,6.196,276803867.8032452,6.063,279823429.31329787,01:30:00,03-18-2022
4,5.766,286939633.8425475,6.022,280774384.07072085,6.514,269962835.9173198,7.536,250990575.23538235,5.576,291787361.0684935,5.594,291317535.8689046,6.641,267369041.2185329,6.401,272335304.4697961,02:00:00,03-18-2022
5,6.429,271741611.10364556,6.718,265832367.4602102,7.372,253767029.2114288,10.83,209369603.4530094,6.462,271046860.93210644,6.473,270816459.01494133,6.991,260590277.12896898,6.843,263393218.3028662,02:30:00,03-18-2022
6,7.934,244614254.2116709,8.213,240423517.83811775,8.851,231596338.2033425,15.795,173367642.54394433,8.045,242920873.77248865,8.134,241588231.5635028,8.371,238143749.86265254,8.27,239593539.85812888,03:00:00,03-18-2022
7,10.377,213890723.9572497,10.576,211868863.87346748,10.803,209631079.50454023,18.481,160274756.33020636,10.48,212837043.46567178,10.368,213983538.33521625,10.684,210795297.92861912,10.611,211519154.364142,03:30:00,03-18-2022
8,12.078,198257828.99613285,12.402,195650965.45306772,12.405,195627306.10653308,15.938,172588139.69170973,12.323,196277100.86789155,12.078,198257828.99613285,12.589,194192405.75387943,12.458,195210734.50044885,04:00:00,03-18-2022
9,13.472,187720551.62065172,13.889,184881037.59895548,13.536,187276241.99973425,13.531,187310840.134486,13.731,185941690.57477912,13.473,187713584.94526306,14.24,182588265.96200758,13.958,184423500.83979204,04:30:00,03-18-2022
10,14.725,179556117.86826634,15.03,177724936.819277,15.328,175988833.6027647,16.293,170697566.61032534,14.962,178128345.2995678,14.586,180409645.9376198,15.539,174789896.60327289,15.155,176990472.41229862,05:00:00,03-18-2022
11,16.065,171904598.30538234,16.334,170483197.88401595,16.792,168142169.22756222,22.042,146758194.36105117,16.098,171728310.50612193,15.982,172350399.98376212,16.751,168347817.1212107,16.432,169974059.05418283,05:30:00,03-18-2022
12,17.605,164213873.00315046,17.764,163477307.6356897,18.135,161796483.67262548,26.837,133002828.11375245,17.521,164607043.25389135,17.437,165003051.14758286,18.319,160981873.5337426,17.939,162677969.8156121,06:00:00,03-18-2022
13,18.436,160470242.56028405,18.612,159709715.80292,19.728,155126619.7407228,30.767,124218214.66840339,18.444,160435437.17161736,18.504,160175116.64126596,19.172,157359928.16066393,18.86,158656187.71958008,06:30:00,03-18-2022
14,18.805,158888033.48456588,19.088,157705792.67245954,20.069,153803065.74917924,27.39,131653328.23582551,18.826,158799390.65782204,19.029,157950089.2880216,19.58,155711796.40491498,19.323,156743875.98669204,07:00:00,03-18-2022
15,18.842,158731952.75663546,19.116,157590251.23157835,19.633,155501479.5309501,18.791,158947211.23725715,18.639,159593998.0851772,18.919,158408605.27704492,19.437,156283540.55506396,19.193,157273817.00279415,07:30:00,03-18-2022
16,18.817,158837362.27030256,19.148,157458514.32142216,19.576,155727704.03088534,12.135,197791656.8578153,18.546,159993644.41070926,18.789,158955670.60080326,19.444,156255406.3423893,19.194,157269719.99681488,08:00:00,03-18-2022
17,18.707,159303671.6845218,19.002,158062265.3371658,19.902,154447007.44282013,10.185,215897365.1380796,18.507,160162133.85570127,18.48,160279092.7097564,19.273,156947064.83555913,19.014,158012379.81743285,08:30:00,03-18-2022
18,18.406,160600964.80415812,18.681,159414491.64344412,20.321,152846437.53829962,13.008,191039245.6979793,18.408,160592240.04713395,18.067,162100679.94013608,18.974,158178848.86888558,18.681,159414491.64344412,09:00:00,03-18-2022
19,18.289,161113851.15288216,18.581,159842887.80346125,19.797,154856046.4293786,14.479,181075033.71975127,18.437,160465890.64786485,18.042,162212948.92699936,19.151,157446180.9173233,18.783,158981056.79765934,09:30:00,03-18-2022
20,18.23,161374356.87167498,18.476,160296441.74836433,19.352,156626387.44219497,14.65,180015145.76140293,18.423,160526849.66205925,17.989,162451732.71644428,19.158,157417414.24128753,18.799,158913387.2838525,10:00:00,03-18-2022
21,17.847,163096727.4536622,18.113,161894712.63663182,18.979,158158011.46066344,13.386,188322603.04287207,18.118,161872372.16256675,17.695,163795729.7705209,18.827,158795173.27057555,18.417,160552996.22948763,10:30:00,03-18-2022
22,17.825,163197345.1689612,18.038,162230933.62120923,18.93,158362573.9017834,13.835,185241494.88705686,18.017,162325451.5059091,17.503,164691662.04510275,18.623,159662541.17013696,18.322,160968693.60274962,11:00:00,03-18-2022
23,17.517,164625836.15762353,17.846,163101296.9494242,18.849,158702475.6796381,13.362,188491653.8875432,17.796,163330262.5799517,17.279,165755732.30916673,18.366,160775759.11449638,18.086,162015511.23964602,11:30:00,03-18-2022
24,17.003,167095625.89087704,17.435,165012514.77359205,18.863,158643570.75808525,13.234,189401011.3331503,17.392,165216377.40567845,16.809,168057121.3375388,18.123,161850040.93449375,17.637,164064833.21023154,12:00:00,03-18-2022
25,16.444,169912028.49714327,16.628,168969317.891971,17.173,166266507.3104825,13.972,184331081.1392552,16.859,167807726.48707876,16.255,170896973.5931062,17.488,164762277.47935593,17.07,166767377.08944297,12:30:00,03-18-2022
26,16.33,170504076.36035213,16.585,169188219.83120173,16.836,167922310.13067085,14.434,181357077.34848088,16.684,168685505.99990484,16.044,172017064.52500567,17.23,165991259.42946464,16.791,168147176.06651896,13:00:00,03-18-2022
27,16.262,170860188.21683556,16.49,169674872.2899589,18.277,161166733.16234323,13.473,187713584.94526306,16.539,169423338.46408746,15.992,172296505.113942,16.971,167253086.90786874,16.631,168954077.35275158,13:30:00,03-18-2022
28,15.999,172258808.7739388,16.052,171974194.22788507,18.46,160365894.28270996,11.426,203835934.58747536,16.074,171856465.97955984,15.565,174643849.80874854,16.377,170259237.57930744,16.188,171250268.4434349,14:00:00,03-18-2022
29,15.666,174079967.80577293,15.827,173192291.19490248,16.841,167897380.6763951,9.641,221904861.75381216,15.591,174498168.49445394,15.145,177048894.75170535,15.846,173088427.74256587,15.771,173499506.14357036,14:30:00,03-18-2022
30,14.682,179818863.68502805,14.713,179629326.39993075,15.024,177760421.48306665,8.417,237492115.03860125,14.449,181262916.4186387,14.126,183323549.67172274,14.764,179318806.86781213,14.798,179112686.2603354,15:00:00,03-18-2022
31,12.971,191311523.02999666,12.935,191577562.05025184,13.515,187421683.15928236,8.489,236482818.0456249,12.637,193823247.57940823,12.299,196468512.95811057,12.942,191525745.31723347,13.056,190687747.24806243,15:30:00,03-18-2022
32,11.557,202677389.6193004,11.605,202257803.44073832,12.377,195848461.07746696,8.317,238915600.06433558,11.32,204788066.37479758,10.925,208457313.2595116,11.532,202896960.88125026,11.721,201254465.69278532,16:00:00,03-18-2022
33,10.193,215812624.73048282,10.273,214970672.33600235,11.0,207745447.845601,8.119,241811297.9046719,9.979,218114404.35408753,9.61,222262484.6478081,10.1,216803940.74691617,10.357,214097142.3839386,16:30:00,03-18-2022
34,8.934,230518022.18547165,9.117,228192770.61790356,9.657,221720956.31519377,8.621,234665387.05558324,8.734,233142401.16259548,8.293,239261062.01134843,8.849,231622508.7597516,9.156,227706258.2123747,17:00:00,03-18-2022
35,8.063,242649571.60135487,8.338,238614545.21484262,9.2,227161090.63505307,8.388,237902303.92327178,7.876,245513289.41652986,7.567,250475926.55865872,8.043,242951074.6644774,8.389,237888124.080975,17:30:00,03-18-2022
36,7.379,253646634.12488148,7.68,248626404.1004487,8.497,236371466.50652826,7.882,245419825.8171466,7.211,256584318.89670032,6.893,262436187.23964134,7.415,253030154.76153493,7.731,247804975.58566356,18:00:00,03-18-2022
37,6.725,265693980.02122402,6.971,260963829.89689305,7.458,252299662.340953,7.221,256406591.97996992,6.418,271974384.3988397,6.316,274161708.69046336,6.693,266328379.32463434,7.068,259166932.46471936,18:30:00,03-18-2022
38,6.482,270628384.75087917,6.611,267975000.3878982,7.118,258255076.38158095,5.228,301342279.62965816,5.974,281900112.81183416,6.034,280495052.8285595,6.426,271805035.45066476,6.789,264438664.07250938,19:00:00,03-18-2022
39,6.347,273491359.2258032,6.43,271720479.519096,6.774,264731281.91579553,2.948,401295342.44468373,5.868,284434849.70438653,5.841,285091491.24708456,6.359,273233186.07899755,6.617,267853478.95452148,19:30:00,03-18-2022
40,6.057,279961990.0691592,6.178,277206817.4399748,6.465,270983965.7320644,2.611,426407095.5642667,5.691,288824191.2972681,5.701,288570770.0049007,6.147,277904930.6816916,6.363,273147290.70243967,20:00:00,03-18-2022
41,5.665,289486224.16565526,5.72,288091101.71213245,5.944,282610607.3760455,1.794,514418571.9546192,5.345,298025897.163368,5.244,300882214.8123129,5.94,282705746.4487207,5.968,282041783.03410065,20:30:00,03-18-2022
42,5.591,291395682.47983384,5.502,293743026.8958235,5.775,286715957.33680505,0.653,852650926.2297215,5.228,301342279.62965816,5.011,307797903.52201056,5.94,282705746.4487207,5.91,283422365.4601422,21:00:00,03-18-2022
43,5.851,284847760.76631004,5.62,290642888.4920592,5.853,284799089.6406637,1.728,524150482.2765632,5.378,297110130.3346357,5.073,305911235.22556174,6.113,278676701.14937466,6.104,278882071.9293748,21:30:00,03-18-2022
44,6.16,277611531.96434057,5.733,287764282.43311584,5.962,282183667.06237614,2.814,410738877.83634806,5.431,295656858.0974563,5.08,305700396.9544089,6.333,273793488.1768562,6.313,274226843.1301922,22:00:00,03-18-2022
45,6.346,273512906.7034199,5.907,283494327.46852803,6.102,278927771.5727671,2.825,409938429.26691735,5.539,292760295.0853395,5.244,300882214.8123129,6.494,270378227.5092342,6.453,271235809.6207436,22:30:00,03-18-2022
46,6.358,273254672.58758885,5.88,284144461.82908416,6.079,279454937.3946707,3.104,391081257.0906922,5.516,293370019.7270793,5.27,300139082.91052735,6.393,272505647.1319373,6.402,272314034.09022135,23:00:00,03-18-2022
47,6.123,278449042.6674994,5.689,288874955.721827,5.961,282207335.224889,3.158,387723206.71343493,5.381,297027296.7852349,5.047,306698185.38462406,6.179,277184385.1666271,6.101,278950629.8208344,23:30:00,03-18-2022
0,4.816,313967445.6305179,4.706,317615652.8809733,5.581,291656626.1002083,1.644,537374373.9946982,4.111,339824056.99428654,3.729,356805604.2647281,4.857,312639470.90870774,5.179,302764466.3602643,00:00:00,03-19-2022
1,4.628,320281005.78668684,4.602,321184480.0942679,5.303,299203758.88009346,1.421,578003967.9668354,3.974,345631986.4857697,3.628,361738072.05574006,4.743,316374372.2771285,5.025,307368831.25832224,00:30:00,03-19-2022
2,4.645,319694378.4453037,4.73,316808837.89560837,5.411,296202753.7951079,1.446,572985606.2017856,4.092,340612079.9091322,3.736,356471181.05007476,4.902,311201158.7066927,5.225,301428776.9609032,01:00:00,03-19-2022
3,4.94,310001920.49367976,5.106,304921082.97747535,5.94,282705746.4487207,2.225,461915835.56843126,4.49,325165670.33433634,4.246,334378129.4001808,5.334,298333039.6882032,5.616,290746375.37035805,01:30:00,03-19-2022
4,5.373,297248340.3855284,5.569,291970685.7311493,6.459,271109799.9462909,3.096,391586204.04999095,5.012,307767195.8945064,4.837,313285154.1056128,5.862,284580377.90511,6.086,279294179.3124384,02:00:00,03-19-2022
5,5.981,281735100.3973368,6.4,272356579.83442134,7.311,254823494.36857945,4.485,325346871.6135624,5.96,282231009.34390426,5.826,285458262.90427566,6.54,269425678.13909817,6.931,261715780.25214922,02:30:00,03-19-2022
6,7.355,254060132.51234573,7.888,245326468.87755474,9.049,229048559.436602,6.866,262951685.68522027,7.505,251508409.32434264,7.577,250310584.98241374,7.992,243725023.64433828,8.587,235129503.80007243,03:00:00,03-19-2022
7,9.479,223793051.02557698,9.948,218453984.52781275,10.902,208677089.0857174,9.502,223522036.56924522,9.628,222054622.35244527,9.651,221789867.25899136,10.064,217191359.99103606,10.477,212867513.32483372,03:30:00,03-19-2022
8,11.136,206472990.3283162,11.629,202048985.21064308,12.617,193976807.45738515,11.269,205250946.89908114,11.435,203755703.5196065,11.205,205836281.8635076,11.85,200156032.40608403,12.026,198685996.58130738,04:00:00,03-19-2022
9,12.872,192045813.0798309,13.555,187144943.71979856,14.184,182948350.2283072,12.84,192284973.5872929,13.282,189058462.12497014,12.949,191473970.6067074,13.735,185914613.00210392,13.864,185047654.1659975,04:30:00,03-19-2022
10,14.794,179136898.8574396,15.138,177089824.82914448,15.522,174885587.07794765,16.48,169726343.50979593,15.125,177165913.20119694,14.782,179209595.6066711,15.452,175281269.12146634,15.7,173891371.41144842,05:00:00,03-19-2022
11,16.333,170488416.7840488,16.552,169356792.54717538,18.033,162253422.90332523,17.976,162510463.54766104,16.769,168257439.80824056,16.464,169808794.981023,17.004,167090712.39750272,16.952,167346790.2679036,05:30:00,03-19-2022
12,17.68,163865198.52169135,17.862,163028231.07188618,20.705,151422440.45987877,18.428,160505070.6111684,18.057,162145559.5555867,17.789,163362394.77924404,18.191,161547250.89315978,17.724,163661673.66657653,06:00:00,03-19-2022
13,18.645,159568317.17776418,19.133,157520224.84712532,21.663,148036414.9016302,15.696,173913527.41222784,18.983,158141347.46193835,18.882,158563733.17487532,19.161,157405090.49176842,19.212,157196028.59722197,06:30:00,03-19-2022
14,19.595,155652186.19546774,20.332,152805085.5247307,21.647,148091114.05453897,12.212,197167105.56294954,19.812,154797413.26441687,19.782,154914746.27092785,20.076,153776249.76680318,21.128,149898975.52616924,07:00:00,03-19-2022
15,20.336,152790056.74814904,21.105,149980632.42355102,22.268,146011563.85238075,11.812,200477731.60413197,20.542,152022019.09609246,20.136,153546972.39198196,20.9,150714388.4804516,22.818,144241115.0110505,07:30:00,03-19-2022
16,21.012,150312176.2805668,21.662,148039831.8231162,22.828,144209518.52537844,13.321,188781505.26586378,21.274,149383723.84440747,20.362,152692477.66925997,21.931,147129121.3390681,22.972,143756819.23370147,08:00:00,03-19-2022
17,21.208,149615986.83594212,21.816,147516396.9595953,23.389,142469543.21160913,14.188,182922559.24344257,21.615,148200694.50818047,21.359,149086184.76149693,22.368,145684813.3111351,22.693,144637831.58974916,08:30:00,03-19-2022
18,21.28,149362662.62421992,21.929,147135830.5263006,24.055,140483454.5493919,14.2,182845251.68519226,21.781,147634871.8096009,21.677,147988602.83014476,22.089,146601978.412737,22.543,145118240.22721103,09:00:00,03-19-2022
19,21.792,147597606.1025257,22.327,145818515.50372612,23.995,140658985.79805392,13.827,185295075.47820905,22.29,145939490.11053166,21.472,148693371.74709964,22.611,144899862.65072617,23.192,143073353.8022524,09:30:00,03-19-2022
20,21.953,147055380.80204153,22.444,145437944.77676225,23.923,140870494.3544627,13.709,186090828.9994497,22.484,145308517.0170536,21.827,147479220.8735368,22.789,144332862.39841202,23.554,141969653.85139114,10:00:00,03-19-2022
21,21.33,149187498.18888488,21.791,147600992.72803187,23.218,142993223.10215437,15.851,173061126.29793435,21.742,147767223.4860614,21.142,149849336.58029068,22.144,146419804.42176712,22.79,144329695.7804716,10:30:00,03-19-2022
22,20.589,151848404.12741154,20.978,150433935.8600956,22.405,145564470.41097713,18.028,162275921.54077318,20.852,150887756.31592903,20.213,153254230.14182305,21.241,149499720.02379408,22.082,146625213.00503528,11:00:00,03-19-2022
23,19.341,156670920.95551786,19.775,154942162.3841008,21.133,149881241.66881588,16.399,170144994.0178806,19.563,155779437.50582936,18.832,158774091.3734166,20.009,154033493.96330976,20.276,153015955.13686848,11:30:00,03-19-2022
24,17.903,162841447.04850468,18.415,160561714.59153852,19.793,154871693.19575477,15.701,173885833.73422104,18.179,161600560.95430502,17.322,165549869.0919088,18.793,158938753.2241482,18.707,159303671.6845218,12:00:00,03-19-2022
25,16.894,167633809.25147238,17.39,165225877.78677976,18.273,161184372.07376328,16.736,168423242.9006732,17.151,166373110.15886736,16.347,170415395.76821795,17.756,163514130.99636295,18.262,161232908.95855498,12:30:00,03-19-2022
26,16.576,169234144.28060153,17.023,166997438.30107847,17.71,163726349.2959205,17.387,165240131.4318541,16.806,168072120.41127458,15.92,172685680.80014178,17.37,165320971.82503322,17.444,164969941.27443975,13:00:00,03-19-2022
27,16.328,170514518.47545883,16.949,167361599.93683046,18.181,161591672.27901685,18.856,158673015.01853174,16.729,168458476.30961192,15.928,172642308.7836847,17.219,166044270.99624136,17.202,166126297.95676768,13:30:00,03-19-2022
28,15.844,173099351.93884313,16.29,170713283.89470196,18.192,161542810.7691771,17.763,163481909.19530484,15.981,172355792.25282827,15.306,176115266.50740018,16.533,169454078.43321717,16.476,169746945.11738652,14:00:00,03-19-2022
29,15.396,175599755.7913277,15.892,172837740.67809874,17.287,165717374.02521452,15.352,175851216.87357187,15.594,174481382.5612234,14.841,178853019.37815326,16.033,172076063.56669104,16.019,172151241.1296451,14:30:00,03-19-2022
30,14.479,181075033.71975127,15.127,177154200.9139266,15.578,174570963.56189406,15.96,172469146.9459453,14.674,179867874.00583047,13.956,184436715.0053118,15.1,177312513.07171038,15.046,177630414.84114096,15:00:00,03-19-2022
31,13.603,186814468.98255822,14.26,182460178.77264705,14.613,180242900.14451465,0.742,799881967.4603738,13.686,186247130.78050533,12.838,192299950.80222294,14.038,183897252.08308998,14.086,183583656.99560067,15:30:00,03-19-2022
32,12.918,191703577.9881506,13.58,186972602.81970182,13.976,184304701.02017352,,,12.951,191459185.5427414,11.997,198925990.58348548,13.292,188987331.3567634,13.491,187588317.27369076,16:00:00,03-19-2022
33,11.708,201366166.33342737,12.363,195959320.19988042,12.755,192924608.37427428,,,11.746,201040178.20501482,10.805,209611677.3036098,12.17,197507035.14638183,12.44,195351913.08055654,16:30:00,03-19-2022
34,10.301,214678308.74504462,11.201,205873031.78021958,11.204,205845467.49761817,,,10.336,214314526.21801376,9.321,225681835.22990304,10.77,209951995.68636918,11.084,206956752.16550645,17:00:00,03-19-2022
35,9.1,228405818.2574932,9.555,222901254.69935703,10.056,217277735.56016594,,,9.02,229416468.4069216,8.215,240394249.65152958,9.521,223298896.16449276,9.994,217950658.87592292,17:30:00,03-19-2022
36,7.78,247023380.26847282,7.694,248400100.84456936,8.651,234258146.53283563,,,7.843,246029254.86707443,7.163,257442582.4297858,8.232,240145900.87239507,8.669,234014817.55969453,18:00:00,03-19-2022
37,6.881,262664923.06508473,6.742,265358793.98296028,7.49,251760127.56181544,,,6.809,264050012.09282044,6.451,271277851.9072273,7.277,255418100.81893834,8.197,240658048.82214993,18:30:00,03-19-2022
38,6.638,267429452.22466293,6.439,271530516.83493185,7.828,246264862.46874094,,,6.213,276424913.26657706,6.077,279500919.28513324,6.778,264653155.5213199,7.552,250724554.41316664,19:00:00,03-19-2022
39,6.525,269735185.0511898,6.333,273793488.1768562,7.88,245450968.4891604,0.296,1266432372.0837593,6.021,280797699.3611136,5.859,284653225.82078046,6.57,268809847.2123654,6.731,265575534.07729438,19:30:00,03-19-2022
40,6.546,269302173.3523478,6.502,270211840.8919326,7.541,250907352.78698045,0.588,898543683.9026798,6.053,280054478.34061825,5.946,282563073.84490854,6.735,265496658.06305772,7.256,255787443.76396173,20:00:00,03-19-2022
41,6.098,279019238.2981549,6.061,279869593.37025034,7.412,253081356.4391886,,,5.652,289818952.3524141,5.428,295738550.0699379,6.418,271974384.3988397,6.994,260534382.4562217,20:30:00,03-19-2022
42,6.012,281007798.6792182,5.969,282018156.4972605,7.275,255453207.42357376,,,5.559,292233178.53408235,5.366,297442158.8945674,6.435,271614895.49353635,7.08,258947206.32732522,21:00:00,03-19-2022
43,5.902,283614386.05497485,5.971,281970921.2307878,7.178,257173450.4792635,,,5.42,295956726.8241203,5.228,301342279.62965816,6.374,272911495.469343,7.134,257965309.02370337,21:30:00,03-19-2022
44,5.592,291369626.6222702,5.556,292312064.53323394,6.615,267893967.72793007,,,5.066,306122510.3379729,4.842,313123358.3224177,6.03,280588070.5903035,6.892,262455225.73850495,22:00:00,03-19-2022
45,5.171,302998577.71661395,5.064,306182955.10316616,6.122,278471783.4117627,,,4.605,321079842.6977479,4.41,328101763.0515262,5.648,289921561.2960971,6.478,270711924.92411476,22:30:00,03-19-2022
46,4.91,310947530.9883518,4.822,313772050.4582075,5.824,285507272.82186645,,,4.348,330432754.8113569,4.149,338264281.37700015,5.422,295902137.36929387,6.166,277476430.22937155,23:00:00,03-19-2022
47,4.877,311997763.6005578,4.764,315676303.4656615,5.797,286171387.1256689,,,4.369,329637670.5481612,4.052,342289155.9268554,5.414,296120676.64381754,6.016,280914362.9996014,23:30:00,03-19-2022
0,5.823,285531787.2488057,6.225,276158351.08956605,7.067,259185268.2341338,6.68,266587405.2289155,6.037,280425350.1844114,5.401,296476838.01567805,6.517,269900692.159907,7.055,259405601.457461,00:00:00,03-20-2022
1,5.747,287413564.10361004,6.0,281288666.11432654,6.838,263489498.31423432,6.141,278040659.59365743,5.742,287538673.3961341,5.095,305250064.67413694,6.191,276915621.9633165,7.006,260311162.89578557,00:30:00,03-20-2022
2,6.042,280309294.49505395,6.088,279248299.36480856,7.071,259111948.49624977,6.216,276358200.36268127,5.873,284313746.59943587,5.245,300853530.67908484,6.384,272697665.2277301,7.352,254111962.12748748,01:00:00,03-20-2022
3,6.332,273815107.1502546,6.421,271910841.45547056,7.445,252519841.32491833,7.205,256691132.60516247,6.192,276893260.30284774,5.733,287764282.43311584,6.942,261508346.16092306,7.787,246912326.43274054,01:30:00,03-20-2022
4,6.494,270378227.5092342,6.601,268177904.18041867,7.653,249064598.43571746,5.529,293024925.25334007,6.49,270461536.1624234,6.198,276759204.0082302,7.093,258709799.1980209,7.973,244015254.41679388,02:00:00,03-20-2022
5,6.84,263450973.6414187,7.115,258309516.54865757,8.176,240966914.89426976,,,7.14,257856897.4580735,7.399,253303590.10244343,7.588,250129086.8909306,8.567,235403803.36114585,02:30:00,03-20-2022
6,8.417,237492115.03860125,8.815,232068770.0279049,9.696,221274595.43939295,,,8.908,230854186.39888704,9.657,221720956.31519377,9.22,226914578.25572655,10.222,215506275.12465698,03:00:00,03-20-2022
7,10.331,214366381.9438611,10.861,209070593.43209925,11.616,202162014.75270388,,,10.943,208285798.3226386,11.946,199350166.8995577,11.184,206029438.81639972,12.146,197702071.76580763,03:30:00,03-20-2022
8,12.082,198225007.56903997,12.681,193486695.51439998,13.501,187518832.39621943,,,12.857,192157808.39274222,13.617,186718409.8229491,13.185,189752624.64441302,13.96,184410289.51409435,04:00:00,03-20-2022
9,14.358,181836424.98425895,14.996,177926298.0705668,15.862,173001108.5654903,,,15.202,176716660.0265731,15.627,174297056.43935508,15.58,174559758.39075622,16.17,171345557.4808244,04:30:00,03-20-2022
10,16.558,169326105.48277092,17.137,166441055.1907895,18.164,161667272.80683404,,,17.302,165645523.96155998,16.878,167713247.14682138,17.463,164880171.99297374,18.141,161769724.9717607,05:00:00,03-20-2022
11,18.739,159167594.63513315,19.331,156711438.94852868,20.081,153757104.07893816,22.419,145519012.96779168,19.391,156468801.35623813,16.978,167218604.27416584,19.569,155755554.11166742,20.143,153520290.11519033,05:30:00,03-20-2022
12,20.354,152722482.08646238,20.753,151247225.19599462,21.483,148655298.93332815,20.464,152311464.94825807,20.873,150811834.30509308,17.396,165197381.55883145,21.549,148427474.58652455,21.491,148627627.97605306,06:00:00,03-20-2022
13,21.738,147780818.1522189,22.251,146067330.39456728,23.022,143600626.28982726,18.462,160357207.7786664,22.272,145998451.59301686,19.588,155679995.77221224,22.851,144136925.3356288,22.48,145321444.2460296,06:30:00,03-20-2022
