index,kabc_absTEC,kabc_absCB,usln_absTEC,usln_absCB,kazn_absTEC,kazn_absCB,kula_absTEC,kula_absCB,tyla_absTEC,tyla_absCB,rybn_absTEC,rybn_absCB,kamu_absTEC,kamu_absCB,tetu_absTEC,tetu_absCB,time,date
11,18.282,161144692.66428983,17.976,162510463.54766104,18.939,158324941.70023775,16.159,171403868.0346583,18.249,161290327.30103073,18.363,160788891.70664528,18.513,160136177.75248313,18.568,159898833.35384348,05:30:00,04-29-2022
12,19.016,158004070.15531898,18.817,158837362.27030256,19.384,156497051.0143225,14.908,178450663.3812821,18.843,158727740.74000347,18.744,159146364.0799394,18.965,158216376.96757808,19.11,157614988.73290515,06:00:00,04-29-2022
13,18.899,158492401.62509608,19.038,157912750.31205648,19.824,154750554.6548176,15.869,172962947.95874715,19.411,156388172.26639676,19.31,156796629.1599156,19.449,156235319.77620706,19.611,155588677.36997685,06:30:00,04-29-2022
14,18.614,159701135.48670232,18.373,160745128.90903908,20.375,152643758.18614662,17.163,166314937.74094963,19.69,155276238.07926923,19.345,156654722.55587205,19.699,155240763.034885,19.745,155059825.09872973,07:00:00,04-29-2022
15,18.859,158660394.0424123,17.431,165031446.9116504,19.609,155596611.7220751,18.436,160470242.56028405,19.302,156829119.137297,19.018,157995761.80404964,19.297,156849435.6322895,19.392,156464766.93950465,07:30:00,04-29-2022
16,18.074,162069286.37347388,17.336,165483009.19686154,19.409,156396229.56681,17.084,166699031.80162045,18.791,158947211.23725715,18.49,160235744.7460942,18.773,159023394.1680665,18.79,158951440.7502031,08:00:00,04-29-2022
17,17.472,164837700.8193005,17.996,162420134.7854449,18.941,158316582.63147977,17.267,165813319.71066418,18.209,161467384.63224074,17.608,164199883.26540315,18.124,161845575.79783702,18.033,162253422.90332523,08:30:00,04-29-2022
18,17.018,167021968.9706441,18.511,160144828.3846777,18.846,158715106.70163906,17.534,164546010.73572013,17.781,163399140.5244716,17.139,166431343.66088125,17.718,163689382.40692008,17.619,164148618.13349533,09:00:00,04-29-2022
19,16.706,168574399.1008709,18.394,160653343.22533792,17.334,165492555.6510041,15.949,172528612.54291046,17.604,164218537.0437383,16.945,167381352.27962756,17.551,164466301.32096666,17.433,165021980.02812552,09:30:00,04-29-2022
20,16.776,168222332.36404845,18.37,160758253.99613488,16.219,171086531.54666215,16.078,171835086.80849007,17.642,164041582.37990493,16.956,167327050.15692154,17.555,164447562.9933086,17.409,165135690.27764127,10:00:00,04-29-2022
21,16.855,167827637.22830772,18.299,161069822.55337915,17.813,163252306.10849717,17.232,165981626.4166933,17.709,163730971.9182599,17.002,167100539.81773752,17.561,164419467.5069576,17.423,165069330.74501294,10:30:00,04-29-2022
22,16.804,168082122.02516136,17.775,163426716.11162674,18.599,159765521.5890158,17.667,163925476.32344374,17.529,164569476.74612677,16.851,167847555.05857345,17.268,165808518.46789238,17.137,166441055.1907895,11:00:00,04-29-2022
23,16.534,169448953.94305396,17.237,165957551.22018465,17.996,162420134.7854449,17.137,166441055.1907895,17.282,165741344.83147085,16.511,169566934.9748206,16.812,168042126.27872354,16.786,168172216.97211677,11:30:00,04-29-2022
24,16.343,170436249.34095487,16.937,167420877.9551958,16.674,168736081.8131121,16.555,169341446.92962447,17.207,166102159.761857,16.334,170483197.88401595,16.587,169178019.47428587,16.634,168938840.9367448,12:00:00,04-29-2022
25,16.196,171207968.75934055,16.836,167922310.13067085,16.363,170332057.9573692,16.255,170896973.5931062,17.107,166586932.44733247,16.209,171139298.5748874,16.452,169870712.5017611,16.601,169106668.5968048,12:30:00,04-29-2022
26,16.072,171867158.55794814,16.721,168498770.15131944,16.614,169040494.9810459,15.19,176786448.7451601,17.096,166640516.9580222,16.175,171319072.34928343,16.466,169798481.97533607,16.608,169071026.99519917,13:00:00,04-29-2022
27,15.928,172642308.7836847,16.571,169259674.0284094,16.548,169377259.86159503,14.072,183674956.46477816,16.978,167218604.27416584,16.073,171861812.0192849,16.463,169813952.18859196,16.389,170196894.39245743,13:30:00,04-29-2022
28,15.665,174085524.05185422,16.165,171372054.8995989,16.559,169320992.59364823,13.81,185409088.78262982,16.685,168680450.91948596,15.855,173039294.44136992,16.169,171350855.98129666,16.193,171223827.46740323,14:00:00,04-29-2022
29,15.476,175145304.31564975,15.823,173214181.0194584,16.164,171377355.85865793,12.924,191659073.38441956,16.412,170077594.45944315,15.708,173847084.80143148,15.93,172631470.88488352,16.031,172086797.1888558,14:30:00,04-29-2022
30,15.393,175616866.60801056,15.542,174773026.34859484,15.977,172377366.39138475,14.174,183012875.44818398,16.274,170797182.79835126,15.604,174425464.4164802,15.81,173285380.31272036,15.87,172957498.50465995,15:00:00,04-29-2022
31,15.399,175582649.975127,15.248,176449900.23936558,16.008,172210378.3876837,17.104,166601541.27816316,15.786,173417056.15262738,15.453,175275597.59797803,15.483,175105707.47605744,15.887,172864936.52121356,15:30:00,04-29-2022
32,14.981,178015351.76309296,14.642,180064316.793667,15.561,174666294.71949652,16.17,171345557.4808244,15.1,177312513.07171038,15.041,177659936.75708896,15.03,177724936.819277,15.451,175286941.1955434,16:00:00,04-29-2022
33,14.38,181697275.7291358,13.863,185054328.20181978,14.991,177955967.78313622,15.424,175440295.64420938,14.524,180794301.90057188,14.47,181131337.17439246,14.327,182033042.67278773,14.709,179653749.150064,16:30:00,04-29-2022
34,13.736,185907845.45708218,13.397,188245273.2662585,14.56,180570654.1320374,15.724,173758612.9968207,13.844,185181272.24548182,13.907,184761351.96595582,13.664,186397005.96029392,14.025,183982461.01525778,17:00:00,04-29-2022
35,12.694,193387594.70449147,12.312,196364761.9335725,13.449,187880999.5470524,13.594,186876299.64420685,12.824,192404889.39164427,12.702,193326685.2243336,12.65,193723629.00606027,13.061,190651244.30026576,17:30:00,04-29-2022
36,11.667,201719675.04375172,11.052,207256147.26187915,12.327,196245253.21217847,11.006,207688813.16386917,11.74,201091544.77184674,11.583,202449790.00834948,11.499,203187890.6493604,11.942,199383550.4997079,18:00:00,04-29-2022
37,10.476,212877672.85297817,9.873,219282154.8513851,11.349,204526252.44162422,11.028,207481548.24992934,10.621,211419555.00166535,10.382,213839212.5714975,10.377,213890723.9572497,10.772,209932504.2509945,18:30:00,04-29-2022
38,9.403,224695637.57320398,8.626,234597366.12976354,10.298,214709576.37119588,10.659,211042356.56563687,9.563,222808000.32661146,9.233,226754774.90876642,9.42,224492795.17523608,9.739,220785565.0775495,19:00:00,04-29-2022
39,8.35,238443024.01485518,7.659,248967021.70388806,9.325,225633426.42728055,8.345,238514446.21924707,8.558,235527551.75497666,8.385,237944858.66897002,8.387,237916486.3015325,8.711,233449985.8448756,19:30:00,04-29-2022
40,7.187,257012375.89202136,6.68,266587405.2289155,7.979,243923490.60743797,6.098,279019238.2981549,7.253,255840337.9455571,7.148,257712561.09218383,7.065,259221951.45110816,7.476,251995747.7608466,20:00:00,04-29-2022
41,6.316,274161708.69046336,6.215,276380432.6301532,7.094,258691564.14607242,5.787,286418534.06449234,6.454,271214795.8062925,6.343,273577579.70689404,6.237,275892558.5822761,6.624,267711912.68296328,20:30:00,04-29-2022
42,5.866,284483334.29515964,6.059,279915780.2825823,6.651,267167966.48059404,5.658,289665243.0059604,5.993,281452894.8837121,5.934,282848635.38705754,5.814,285752701.6240184,6.126,278380853.8474082,21:00:00,04-29-2022
43,5.398,296559211.7624907,5.676,289205578.22070366,6.1,278973493.689552,4.726,316942880.1431527,5.443,295330765.87532884,5.472,294547142.90035874,5.152,303556775.9865254,5.57,291944475.3369378,21:30:00,04-29-2022
44,5.152,303556775.9865254,5.469,294627918.20501727,5.89,283903150.1406895,3.989,344981527.3687655,5.244,300882214.8123129,5.226,301399936.24161404,4.822,313772050.4582075,5.249,300738876.12816834,22:00:00,04-29-2022
45,5.231,301255856.7189483,5.586,291526066.70152676,6.318,274118311.50638616,4.34,330737160.91443056,5.398,296559211.7624907,5.497,293876588.9574225,5.124,304385036.12348986,5.306,299119162.3677159,22:30:00,04-29-2022
46,5.245,300853530.67908484,5.741,287563714.8656696,6.662,266947307.38740247,4.569,322342284.6946033,5.57,291944475.3369378,5.726,287940123.7464597,5.402,296449395.35000014,5.3,299288427.2095381,23:00:00,04-29-2022
47,5.425,295820309.7959813,5.84,285115898.720375,6.676,266667257.6809771,4.808,314228541.26452184,5.664,289511777.96578145,5.835,285238030.1882682,5.555,292338374.0661195,5.248,300767527.4764092,23:30:00,04-29-2022
0,7.343,254267641.50352484,7.282,255330397.5918158,8.013,243405444.0059912,7.891,245279830.34181234,7.462,252232030.7454902,7.271,255523464.08260942,7.456,252333498.5460727,8.166,241114412.56058452,00:00:00,05-02-2022
1,7.942,244491022.84152687,7.905,245062534.99922886,9.256,226472871.07701412,8.779,232544104.82959354,8.173,241011135.76906824,7.962,244183757.39042518,8.062,242664620.1034377,8.351,238428747.27179447,00:30:00,05-02-2022
2,8.645,234339425.0224841,8.736,233115712.08905345,10.468,212959001.47976682,9.748,220683619.6043107,9.225,226853075.45523226,8.955,230247574.40018904,9.077,228695011.28405446,9.1,228405818.2574932,01:00:00,05-02-2022
3,9.821,219861913.441614,10.01,217776402.8745476,11.493,203240921.54955852,11.051,207265524.30734313,10.48,212837043.46567178,10.066,217169782.18958285,10.327,214407893.6371131,10.384,213818618.43531343,01:30:00,05-02-2022
4,11.109,206723750.4116802,11.145,206389606.20012805,13.031,190870577.01570034,12.077,198266036.90062606,11.67,201693745.3984176,11.286,205096304.81816965,11.485,203311694.04984915,11.621,202118519.407044,02:00:00,05-02-2022
5,12.265,196740641.22805056,12.168,197523266.15558425,14.205,182813069.11842266,13.262,189200964.9432167,12.715,193227829.94979468,12.517,194750119.43573612,12.551,194486156.6251342,12.883,191963807.52713606,02:30:00,05-02-2022
6,13.883,184920984.52677208,13.421,188076883.8714556,15.794,173373130.8590776,15.497,175026594.29860252,14.133,183278144.45748532,13.872,184994287.86231643,13.952,184463151.8598882,14.31,182141136.42545214,03:00:00,05-02-2022
7,15.426,175428922.24977624,15.073,177471250.41190955,17.53,164564782.7408848,17.433,165021980.02812552,15.697,173907987.61808392,15.673,174041088.97384062,15.657,174129993.1819114,15.95,172523204.03768045,03:30:00,05-02-2022
8,16.895,167628848.13013917,16.65,168857649.61116794,18.744,159146364.0799394,18.955,158258106.1986789,17.286,165722167.35442296,17.238,165952737.43789706,17.126,166494499.01051605,17.621,164139302.3582185,04:00:00,05-02-2022
9,18.151,161725156.62505382,17.918,162773271.66263074,20.027,153964256.7793562,19.464,156175106.52397025,18.574,159873005.0322287,18.521,160101589.23698655,18.493,160222747.21374878,18.984,158137182.28520852,04:30:00,05-02-2022
10,19.233,157110186.0819325,19.097,157668626.64112207,21.06,150140782.6372756,19.947,154272694.523832,19.771,154957835.27129284,19.682,155307791.87721318,19.68,155315683.3328153,20.165,153436522.0000586,05:00:00,05-02-2022
11,20.226,153204971.13789654,20.162,153447936.85087597,21.799,147573906.24934748,21.897,147243302.50084105,20.908,150685551.89959255,20.772,151178036.99271548,20.721,151363967.72884402,21.294,149313554.39911345,05:30:00,05-02-2022
12,21.173,149739597.02944547,21.116,149941562.4796852,22.638,144813426.93374833,22.792,144323363.1698119,21.885,147283665.24899524,21.646,148094534.76514876,21.608,148224697.67500007,22.384,145632736.52187118,06:00:00,05-02-2022
13,22.889,144017228.57417306,22.706,144596420.48648623,24.179,140122762.62646967,23.9,140938260.92856216,23.56,141951575.07034475,23.133,143255689.69450223,23.26,142864065.12895522,23.802,141228105.51672775,06:30:00,05-02-2022
14,24.662,138743840.58717123,24.274,139848297.92548352,25.885,135426537.28289407,24.162,140172048.03563148,24.981,137855135.39001396,24.63,138833941.31301606,24.88,138134662.45702654,25.839,135547030.54119357,07:00:00,05-02-2022
15,25.676,135976599.23409128,25.284,137026627.1765505,26.885,132884044.63176234,23.5,142132674.32545125,25.889,135416074.78772372,25.595,136191590.5266986,26.013,135092935.36030713,26.093,134885681.85681912,07:30:00,05-02-2022
16,26.989,132627768.37347275,26.473,133914091.39583659,28.21,129725787.49022755,24.03,140556512.67204276,27.039,132505085.2691514,26.709,133321148.0409891,27.42,131581288.10554177,27.502,131384980.19598329,08:00:00,05-02-2022
17,27.27,131942676.55899934,27.008,132581108.66256605,28.48,129109401.02682844,23.785,141278566.9198909,27.428,131562097.36845939,27.084,132394961.0692238,27.912,130416451.88002662,28.555,128939735.96466608,08:30:00,05-02-2022
18,27.289,131896735.93518496,26.803,133087159.4008909,28.058,130076697.86394785,24.074,140428006.50384802,27.198,132117203.9852361,26.827,133027614.79059483,27.675,130973684.18057282,27.68,130961854.37571822,09:00:00,05-02-2022
19,26.477,133903975.5103866,25.924,135324631.27168465,27.035,132514887.39117023,24.08,140410510.23036146,26.304,134343593.49867454,25.85,135518187.67874527,26.632,133513741.89214043,26.713,133311165.9244701,09:30:00,05-02-2022
20,24.985,137844099.91646203,25.074,137599244.07647762,25.982,135173503.3028315,21.943,147088885.48015553,25.463,136544142.30006376,24.946,137951808.97583717,25.667,136000436.88814253,25.99,135152697.77657267,10:00:00,05-02-2022
21,23.859,141059305.15414917,24.523,139136495.29704174,25.127,137454049.47258243,19.33,156715492.477039,24.851,138215237.42815092,24.385,139529641.64775136,25.049,137667891.99090496,25.267,137072716.16557705,10:30:00,05-02-2022
22,23.409,142408669.19446868,23.951,140788127.70354515,24.254,139905945.93400207,16.95,167356662.94366026,24.271,139856940.58400992,23.823,141165845.4300281,24.418,139435325.26391858,24.588,138952465.3408458,11:00:00,05-02-2022
23,23.001,143666165.2913831,23.5,142132674.32545125,23.801,141231072.3379143,16.191,171234402.3880487,23.913,140899946.0690189,23.093,143379704.5120778,23.866,141038616.98793006,24.151,140203966.32054326,11:30:00,05-02-2022
24,22.266,146018121.30702904,22.805,144282221.50833136,23.267,142842572.80754107,16.674,168736081.8131121,23.189,143082608.32336316,22.79,144329695.7804716,23.137,143243305.9038762,23.497,142141747.49252918,12:00:00,05-02-2022
25,21.706,147889710.72895595,22.108,146538968.72596002,22.423,145506032.94698557,17.833,163160735.36643246,22.647,144784649.38364798,22.081,146628533.13439897,22.441,145447665.80642387,22.872,144070740.25048035,12:30:00,05-02-2022
26,21.285,149345118.4105429,21.602,148245281.10338756,21.589,148289907.96483085,23.997,140653124.1521531,22.213,146192216.42379296,21.381,149009463.8360927,21.967,147008512.6939641,22.342,145769557.37598094,13:00:00,05-02-2022
27,20.626,151712146.17976698,20.964,150484158.23187846,21.837,147445448.81033245,29.304,127281242.44126031,21.556,148403372.78922343,20.988,150398093.50751993,21.311,149253988.0521624,21.695,147927198.1837415,13:30:00,05-02-2022
28,20.126,153585114.07535636,20.398,152557676.2992167,21.567,148365522.246607,27.541,131291922.03715448,20.928,150613532.8007506,20.341,152771277.01175538,20.67,151550586.1738268,21.067,150115836.68397066,14:00:00,05-02-2022
29,19.742,155071606.11900213,20.007,154041192.75096735,20.605,151789436.7336527,26.409,134076257.99923314,20.4,152550197.79844996,19.941,154295902.1500669,20.36,152699977.1156273,20.56,151955457.92086193,14:30:00,05-02-2022
30,19.409,156396229.56681,19.659,155398616.30972552,20.708,151411471.66098043,26.054,134986598.69204602,19.953,154249497.36641586,19.593,155660130.26805797,19.993,154095116.6067564,20.124,153592745.82343307,15:00:00,05-02-2022
31,18.9,158488208.6489548,18.989,158116361.33710113,20.043,153902790.93259135,24.465,139301325.45200703,19.254,157024484.04535288,19.079,157742984.9987952,19.199,157249239.76857668,19.535,155891038.7956059,15:30:00,05-02-2022
32,18.294,161091832.34052405,18.236,161347807.03077495,19.285,156898227.4529322,22.194,146254779.68161607,18.544,160002271.96305776,18.476,160296441.74836433,18.458,160374582.1985428,18.677,159431561.40381464,16:00:00,05-02-2022
33,17.701,163767966.99796566,17.547,164485046.05562073,18.559,159937599.31845602,19.786,154899086.4532208,17.873,162978055.20461333,17.761,163491113.48037788,17.769,163454305.66464034,18.022,162302932.26388434,16:30:00,05-02-2022
34,16.939,167410993.91126624,16.7,168604679.2075309,17.649,164009047.818204,17.529,164569476.74612677,17.02,167012155.40566775,16.954,167336919.3391624,16.919,167509913.20252082,17.374,165301939.88209042,17:00:00,05-02-2022
35,16.283,170749974.4487805,15.943,172561074.25962842,16.834,167932285.02213058,15.196,176751544.05258024,16.378,170254039.69688708,16.165,171372054.8995989,16.11,171664340.18894383,16.558,169326105.48277092,17:30:00,05-02-2022
36,15.668,174068856.90945998,15.213,176652759.5869404,16.228,171039082.929078,14.128,183310573.3100238,15.678,174013334.3228319,15.454,175269926.62498948,15.347,175879860.4026452,15.887,172864936.52121356,18:00:00,05-02-2022
37,14.684,179806617.36338174,14.334,181988589.38325855,15.265,176351620.38625285,13.592,186890048.13049686,14.633,180119682.39690033,14.591,180378732.17157483,14.514,180856573.90389976,15.06,177547831.7062096,18:30:00,05-02-2022
38,13.611,186759559.88621965,13.147,190026656.62455007,14.056,183779465.69455156,13.037,190826649.91366124,13.512,187442488.1416586,13.356,188533987.78002253,13.499,187532723.19459367,13.979,184284923.36185965,19:00:00,05-02-2022
39,12.3,196460526.2708592,11.766,200869240.17716324,12.733,193091203.42766035,11.823,200384448.67157823,12.133,197807958.1441048,12.022,198719047.56657818,12.186,197377330.95564282,12.608,194046028.5799912,19:30:00,05-02-2022
40,11.079,207003447.1306018,10.605,211578981.59044492,11.586,202423577.8259378,10.716,210480325.323949,11.034,207425129.0651337,10.931,208400094.5439656,10.997,207773782.56617725,11.406,204014565.70981875,20:00:00,05-02-2022
41,10.108,216718128.77413175,9.708,221137795.0581937,10.837,209301972.92937553,9.765,220491440.60962036,10.158,216184102.7079938,10.131,216471985.78654104,10.137,216407912.3839871,10.506,212573518.28579307,20:30:00,05-02-2022
42,9.249,226558556.5703126,8.989,229811717.56875563,10.164,216120284.52130198,8.841,231727279.7743869,9.44,224254858.9184742,9.392,224827181.9051459,9.445,224195492.97198895,9.813,219951515.85529464,21:00:00,05-02-2022
43,8.719,233342861.8351765,8.548,235665279.1228987,9.47,223899368.82614425,8.271,239579055.46795404,8.849,231622508.7597516,8.792,232372119.40639174,8.8,232266471.69945052,9.38,224970948.63532653,21:30:00,05-02-2022
44,8.442,237140201.68546036,8.17,241055380.99829438,9.031,229276708.1329655,8.099,242109683.1340607,8.417,237492115.03860125,8.403,237689872.14242837,8.425,237379332.35859096,9.191,227272283.62654945,22:00:00,05-02-2022
45,8.092,242214379.21814728,7.953,244321883.4073488,8.523,236010657.38823885,8.378,238044241.94909835,8.044,242935972.81055975,8.044,242935972.81055975,8.223,240277283.70389172,8.949,230324748.04887876,22:30:00,05-02-2022
46,7.977,243954067.0401005,7.707,248190514.4816978,8.45,237027919.38670108,8.646,234325872.73232883,7.78,247023380.26847282,7.81,246548487.07642704,8.003,243557467.90689433,8.652,234244608.3384398,23:00:00,05-02-2022
47,7.741,247644863.8059538,7.398,253320709.25835133,8.439,237182348.7046656,8.527,235955294.81243885,7.473,252046323.92748955,7.577,250310584.98241374,7.683,248577858.47778535,8.105,242020051.60764697,23:30:00,05-02-2022
0,6.985,260702174.4834978,7.682,248594037.19227266,8.982,229901250.45224038,10.198,215759712.6192772,7.539,250940631.83119965,7.483,251877855.0069038,7.741,247644863.8059538,7.599,249947983.03596726,00:00:00,05-03-2022
1,7.418,252978984.14762503,8.206,240526040.74033564,9.637,221950909.66087636,10.954,208181191.8199079,8.182,240878546.11864567,8.012,243420633.5872101,8.398,237760619.4940985,8.016,243359892.3177462,00:30:00,05-03-2022
2,8.06,242694725.50893822,8.962,230157636.44743702,10.345,214221280.66788134,11.549,202747574.8485254,8.973,230016518.0706393,8.879,231230879.37163952,9.434,224326160.34328002,8.907,230867145.17890218,01:00:00,05-03-2022
3,9.563,222808000.32661146,10.369,213973219.6594617,11.73,201177243.2819257,13.161,189925559.4031538,10.485,212786289.43050024,10.16,216162823.69788194,10.902,208677089.0857174,10.348,214190225.85402355,01:30:00,05-03-2022
4,11.506,203126073.70051703,11.943,199375203.0273675,13.202,189630414.61037022,14.757,179361331.86707428,11.99,198984050.58155644,11.644,201918801.79135188,12.395,195706203.99484122,11.906,199684759.56014568,02:00:00,05-03-2022
5,13.138,190091733.0104543,13.346,188604607.69776306,14.494,180981311.19295722,16.332,170493636.1634002,13.363,188484601.01092896,13.021,190943856.31237465,13.667,186376547.12851614,13.292,188987331.3567634,02:30:00,05-03-2022
6,14.447,181275462.73576176,14.295,182236673.35120612,15.744,173648212.95200303,17.798,163321085.4335711,14.417,181463970.66849864,13.997,184166390.97080356,14.7,179708736.78053594,14.302,182192070.7487144,03:00:00,05-03-2022
7,15.477,175139645.97961795,15.353,175845489.84691802,16.71,168554221.4242051,19.294,156861629.31988865,15.394,175611162.44669008,15.276,176288114.98016214,15.72,173780718.28448683,15.373,175731066.68940446,03:30:00,05-03-2022
8,16.476,169746945.11738652,16.473,169762401.24718112,17.513,164644635.49948654,20.615,151752616.9789003,16.613,169045582.50139925,16.487,169690308.7387746,16.798,168112137.58336815,16.568,169274997.42405254,04:00:00,05-03-2022
9,17.302,165645523.96155998,17.508,164668143.73603845,18.684,159401692.92063892,21.337,149163024.3136233,17.708,163735594.93216446,17.578,164339941.76227778,17.812,163256888.6936883,17.643,164036933.39994392,04:30:00,05-03-2022
10,18.338,160898455.26904544,18.816,158841583.01998162,19.85,154649173.47576955,22.047,146741551.90220618,19.043,157892017.87530664,19.027,157958390.43580225,19.089,157701661.8154705,18.883,158559534.53502673,05:00:00,05-03-2022
11,19.602,155624391.5165209,20.143,153520290.11519033,20.809,151043574.1151452,22.538,145134336.39730027,20.467,152300301.82859868,20.381,152621287.99418706,20.415,152494144.07699174,20.225,153208758.60581812,05:30:00,05-03-2022
12,20.887,150761283.25427338,21.497,148606884.89558974,22.302,145900222.11840132,22.798,144304370.33795685,21.799,147573906.24934748,21.583,148310518.57550254,21.771,147668774.23083675,21.719,147845444.09569332,06:00:00,05-03-2022
13,21.022,150276420.8681148,22.739,144491459.53040582,23.388,142472588.96200147,23.74,141412402.7587847,23.047,143522720.49419394,23.184,143098036.51679856,23.082,143413865.08934233,23.007,143647430.70627487,06:30:00,05-03-2022
14,22.339,145779345.05651948,23.654,141669239.50261974,24.209,140035915.04919913,23.039,143547636.55193025,23.911,140905838.6289223,24.089,140384278.0777651,24.049,140500978.1087893,23.923,140870494.3544627,07:00:00,05-03-2022
15,23.111,143323858.0018075,24.013,140606257.3511845,24.325,139701617.44225445,22.926,143900967.79710516,24.199,140064846.2965481,24.376,139555397.53231087,24.531,139113805.9911227,24.423,139421051.58107138,07:30:00,05-03-2022
16,23.478,142199251.26259094,24.583,138966595.57317948,25.011,137772433.87954712,23.958,140767558.60572758,24.739,138527752.59662077,24.884,138123559.7232179,25.105,137514263.11296076,24.904,138068086.1840018,08:00:00,05-03-2022
17,23.618,141777168.84959224,24.749,138499763.23367843,25.214,137216704.43143684,23.195,143064101.07664466,24.889,138109685.07001787,24.954,137929694.2259394,25.167,137344772.475166,25.058,137643166.90708366,08:30:00,05-03-2022
18,23.268,142839503.2676667,24.653,138769163.6841928,25.282,137032046.99766117,22.002,146891538.19590145,24.856,138201335.1320327,24.733,138544554.36173904,25.061,137634928.1724124,24.963,137904827.8405519,09:00:00,05-03-2022
19,22.992,143694280.91811585,24.19,140090899.75638694,24.104,140340590.47655433,22.49,145289132.64046156,24.465,139301325.45200703,24.144,140224289.31256875,24.566,139014670.62726757,24.428,139406782.28082207,09:30:00,05-03-2022
20,22.644,144794239.99402404,23.732,141436235.64051774,22.967,143772466.57510313,21.102,149991293.16439852,23.905,140923520.74539906,23.509,142105465.24549228,23.951,140788127.70354515,23.712,141495870.60359287,10:00:00,05-03-2022
21,22.089,146601978.412737,23.192,143073353.8022524,22.444,145437944.77676225,18.804,158892258.27506572,23.349,142591525.804452,23.054,143500929.5833447,23.435,142329649.5029789,23.141,143230925.32425895,10:30:00,05-03-2022
22,21.667,148022749.5812926,22.476,145334374.92579415,23.457,142262889.32854795,19.975,154164530.56205046,22.738,144494636.80789086,22.413,145538489.51381582,22.843,144162162.7051084,22.5,145256842.57835805,11:00:00,05-03-2022
23,21.502,148589605.62795976,22.347,145753248.9551591,23.695,141546619.6753484,25.554,136300802.72946033,22.624,144858226.1388212,22.261,146034518.80972612,22.789,144332862.39841202,22.318,145847914.06899464,11:30:00,05-03-2022
24,21.356,149096655.89017603,22.412,145541736.36519244,21.831,147465709.26371703,32.057,121693230.51377852,22.576,145012139.6507753,22.221,146165898.00845322,22.906,143963776.48055378,22.34,145776082.27727902,12:00:00,05-03-2022
25,21.379,149016433.57177022,22.439,145454147.5758875,22.294,145926397.25713333,31.081,123589156.2035465,22.613,144893454.69659808,22.145,146416498.45072564,22.993,143691156.14441687,22.322,145834845.84495792,12:30:00,05-03-2022
26,21.506,148575786.55277267,22.754,144443825.50546426,22.56,145063553.28105617,32.113,121587077.3282322,22.87,144077039.66414943,22.377,145655513.24447381,23.301,142738319.3327648,22.592,144960780.64804855,13:00:00,05-03-2022
27,21.488,148638002.77413276,22.925,143904106.27908057,23.518,142078271.78581274,32.202,121418939.67863658,22.94,143857050.59971064,22.418,145522258.51579356,23.429,142347873.14098313,22.692,144641018.53312427,13:30:00,05-03-2022
28,21.33,149187498.18888488,22.785,144345530.9547779,23.404,142423880.38315502,29.788,126242965.05630435,22.719,144555044.93197432,22.199,146238307.87927738,23.249,142897858.38620248,22.46,145386132.1834626,14:00:00,05-03-2022
29,21.159,149789126.96248138,22.459,145389368.84836015,22.313,145864254.29043683,28.846,128287711.88600987,22.319,145844646.68363282,21.907,147209692.2142746,22.864,144095942.8642042,22.122,146492592.48856732,14:30:00,05-03-2022
30,20.732,151323806.99764717,22.118,146505838.3489397,22.478,145327909.15446737,27.24,132015312.22459412,21.884,147287030.30983278,21.489,148634544.26670927,22.449,145421747.39114144,21.714,147862465.01930523,15:00:00,05-03-2022
31,19.968,154191550.2223422,21.139,149859969.34582257,21.351,149114112.67533934,25.447,136587062.1525402,20.81,151039944.96116364,20.57,151918517.247429,21.378,149019918.80638,20.812,151032687.43791693,15:30:00,05-03-2022
32,19.29,156877891.9946843,20.394,152572636.60092455,20.426,152453077.26305994,24.013,140606257.3511845,20.073,153787740.6130562,19.829,154731042.78946856,20.488,152222228.6560859,20.001,154064296.04209852,16:00:00,05-03-2022
33,18.959,158241410.54442856,20.155,153474581.41326952,20.313,152876532.8253328,22.924,143907244.96641597,19.828,154734944.57209724,19.553,155819267.58945072,20.136,153546972.39198196,19.7,155236822.86399296,16:30:00,05-03-2022
34,18.307,161034625.6510079,19.457,156203197.37653038,19.739,155083389.8249515,21.603,148241849.93649623,19.089,157701661.8154705,18.822,158816263.56767765,19.394,156456699.04216567,19.141,157487303.53951937,17:00:00,05-03-2022
35,17.136,166445911.59330538,18.287,161122661.20626688,18.225,161396491.75373116,19.49,156070901.6012995,17.994,162429160.88424787,17.428,165045650.29231888,18.159,161689528.45771617,17.893,162886944.92512897,17:30:00,05-03-2022
36,15.705,173863688.31465414,16.901,167599090.6492461,16.897,167618927.20874852,17.646,164022988.83126143,16.69,168655182.33258373,15.949,172528612.54291046,16.673,168741141.89683458,16.336,170472761.52161235,18:00:00,05-03-2022
37,14.029,183956230.26790246,15.101,177306642.08804664,15.299,176155552.33919525,15.294,176184344.86522713,14.909,178444678.61852762,14.137,183252213.76345944,15.058,177559622.2452342,14.599,180329303.18327358,18:30:00,05-03-2022
38,12.438,195367618.50431314,13.613,186745840.17564937,13.841,185201339.93267336,14.205,182813069.11842266,13.472,187720551.62065172,12.685,193456186.73219922,13.495,187560514.0547336,13.476,187692689.57202026,19:00:00,05-03-2022
39,10.738,210264598.86814567,11.964,199200147.93921608,12.05,198488036.3894291,13.422,188069877.44964263,11.765,200877776.72505927,11.043,207340586.51869747,11.707,201374766.3960563,11.773,200809514.79913107,19:30:00,05-03-2022
